Programme;SIREN;NIC;Dénomination;Montant;Objet 2020;Convention 2020;Date de création de l'établissement;Etat administratif;Siège;Répertoire national des associations;Catégorie juridique;COG : code;COG : libellé;Activité;Nomenclature de l'activité;Economie sociale et solidaire
147;379046782;31;MAISON DE L'EUROPE DE TOURS;          2 000,00;Animation sociale des quartiers;;01/05/2010;Non déterminé;Non;W372006113;9220;37261;Tours;94.99Z;NAFRev2;O
147;379046782;31;MAISON DE L'EUROPE DE TOURS;          5 000,00;Animation sociale des quartiers;;01/05/2010;Non déterminé;Non;W372006113;9220;37261;Tours;94.99Z;NAFRev2;O
147;379077134;37;MISSION LOCALE EMPLOI JEUNES SUD TA;          9 900,00;Accueil des jeunes 16-25 ans : emploi, santé,  formation, accompagnement social;;01/10/2001;Non déterminé;Non;W812001647;9220;81065;Castres;84.13Z;NAFRev2;N
147;379077134;37;MISSION LOCALE EMPLOI JEUNES SUD TA;          4 575,00;Accueil des jeunes 16-25 ans : emploi, santé,  formation, accompagnement social;;01/10/2001;Non déterminé;Non;W812001647;9220;81065;Castres;84.13Z;NAFRev2;N
147;379089667;16;UNION SPORTIVE DU ROBERT;          9 772,00;Animation sociale des quartiers;;30/03/1955;Non déterminé;Non;W9M2000322;9220;97222;Le Robert;93.12Z;NAFRev2;O
147;379089667;24;UNION SPORTIVE DU ROBERT;         20 000,00;Animation sociale des quartiers;;01/01/1970;Non déterminé;Non;W9M2000322;9220;97222;Le Robert;93.12Z;NAFRev2;O
147;379092828;27;MISSION LOCALE JEUNES GARD RHODANIE;          3 050,00;Accueil des jeunes 16-25 ans : emploi, santé,  formation, accompagnement social;;23/02/2006;Non déterminé;Non;W302001115;9220;30028;Bagnols-sur-Cèze;84.13Z;NAFRev2;N
147;379092828;27;MISSION LOCALE JEUNES GARD RHODANIE;         10 500,00;Accueil des jeunes 16-25 ans : emploi, santé,  formation, accompagnement social;;23/02/2006;Non déterminé;Non;W302001115;9220;30028;Bagnols-sur-Cèze;84.13Z;NAFRev2;N
147;379106370;24;MISSION LOCALE DES PAYS D ARGENTAN;          3 300,00;Accueil des jeunes 16-25 ans : emploi, santé,  formation, accompagnement social;;22/06/1992;Non déterminé;Non;W612001861;9220;61006;Argentan;84.13Z;NAFRev2;N
147;379125032;27;GINDOU CINEMA;          3 820,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/01/1994;Non déterminé;Non;W461000573;9220;46120;Gindou;90.02Z;NAFRev2;O
147;379125032;27;GINDOU CINEMA;         15 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/01/1994;Non déterminé;Non;W461000573;9220;46120;Gindou;90.02Z;NAFRev2;O
147;379125032;27;GINDOU CINEMA;         25 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/01/1994;Non déterminé;Non;W461000573;9220;46120;Gindou;90.02Z;NAFRev2;O
147;379125032;27;GINDOU CINEMA;          8 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/01/1994;Non déterminé;Non;W461000573;9220;46120;Gindou;90.02Z;NAFRev2;O
147;379138613;29;OFFICE PROGRAM DIFFUS ANIMAT MUNICI;         36 000,00;Animation sociale des quartiers;;09/06/1997;Non déterminé;Non;W541001129;9220;54382;Mont-Saint-Martin;90.04Z;NAFRev2;O
147;379154040;24;RELAIS CULTUREL REGION ANNEMASSIENN;          3 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;16/06/2005;Non déterminé;Non;W743002039;9220;74012;Annemasse;90.04Z;NAFRev2;O
147;379185903;83;L ARTIFICE;          2 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/01/2015;Non déterminé;Non;W212004524;9220;21231;Dijon;90.01Z;NAFRev2;O
147;379214224;48;ASS DES JEUNES DU LAOS ET LEURS AMI;         65 500,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;02/02/2004;Non déterminé;Non;W452002164;9220;45234;Orléans;94.99Z;NAFRev2;O
147;379234941;19;INST AULNAYSIEN DEVELOPPEMENT CULTU;         10 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/05/1989;Non déterminé;Non;W932000927;9220;93005;Aulnay-sous-Bois;90.04Z;NAFRev2;O
147;379276843;32;LA BARAQUE;          9 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/07/2011;Non déterminé;Non;W313015879;9220;31555;Toulouse;90.01Z;NAFRev2;O
147;379279961;21;ARTOIS INITIATIVE;         25 145,00;Insertion sociale et dans l'emploi;;09/11/1994;Non déterminé;Non;W622002085;9220;62178;Bruay-la-Buissière;70.22Z;NAFRev2;O
147;379286644;24;VIVRE LA RUE;          2 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;02/11/1990;Non déterminé;Non;W291000500;9220;29019;Brest;94.99Z;NAFRev2;O
147;379290216;58;A TOUT HASARD ASSOCIES GROUPE ZUR;          4 000,00;1411- Pratiques artistiques et culturelles;;01/11/1999;Non déterminé;Non;W491008056;9220;49267;Saint-Barthélemy-d'Anjou;90.01Z;NAFRev2;O
147;379295421;34;CONVIVENCIA;          2 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;16/01/2012;Non déterminé;Non;W313014924;9220;31446;Ramonville-Saint-Agne;90.01Z;NAFRev2;O
147;379298078;47;ESPACE CREATION ARTISTIQUE;          1 000,00;Animation sociale des quartiers;;01/12/2019;Non déterminé;Non;W294002640;9220;29232;Quimper;90.01Z;NAFRev2;O
147;379299662;39;ASS DEVELOPPEMENT POLITIQUE LECTURE;          1 500,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/11/2012;Non déterminé;Non;W322000579;9220;32149;Gondrin;91.01Z;NAFRev2;O
147;379312093;14;CTRE FORMATION APPRENTIS PAYS MONTB;         13 000,00;Insertion sociale et dans l'emploi;;01/09/1990;Non déterminé;Non;W252000296;9230;25057;Bethoncourt;85.32Z;NAFRev2;O
147;379364094;27;ASS GESTION ECOLE CENTR ELECTRONIQ;         10 000,00;Accueil des jeunes 16-25 ans : emploi, santé,  formation, accompagnement social;;01/09/2008;Non déterminé;Non;;9220;75115;Paris 15e Arrondissement;85.42Z;NAFRev2;O
147;379366784;21;MISSION LOCALE DU PAYS SALONAIS;         30 500,00;- Quartiers d'été n°12 - Zoom sur le coeur de la ville et espace dédié aux femmes - quartiers d'automne et solidaires ;;11/04/1994;Non déterminé;Non;W131001631;9220;13103;Salon-de-Provence;84.13Z;NAFRev2;N
147;379372162;22;ASS POUR LA PREVENTION L'ACCUEIL LE;          3 500,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/12/1993;Non déterminé;Non;W913000126;9220;91377;Massy;88.99B;NAFRev2;O
147;379372162;22;ASS POUR LA PREVENTION L'ACCUEIL LE;         39 575,00;Insertion sociale et dans l'emploi;;01/12/1993;Non déterminé;Non;W913000126;9220;91377;Massy;88.99B;NAFRev2;O
147;379372360;55;MADIN KB;          7 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;19/12/2009;Non déterminé;Non;W9M1000784;9220;97209;Fort-de-France;88.91A;NAFRev2;O
147;379379928;11;SPORTING CLUB HEROUVILLAIS;          5 282,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/09/1990;Non déterminé;Non;W142003074;9220;14327;Hérouville-Saint-Clair;93.12Z;NAFRev2;O
147;379441124;11;SEMAPHORE MULHOUSE SUD ALSACE;        119 600,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/09/1990;Non déterminé;Non;;9260;68224;Mulhouse;84.13Z;NAFRev2;N
147;379443914;54;AGENCE D'INGENIERIE SOCIALE;         21 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;27/02/2014;Non déterminé;Non;W313007049;9220;31555;Toulouse;85.59A;NAFRev2;O
147;379449879;12;ASS GEST ANIMATION CENTRE SOCIAL CI;         62 070,00;Animation sociale des quartiers;;01/09/1990;Non déterminé;Non;;9220;59654;Waziers;94.99Z;NAFRev2;O
147;379474158;19;MAISON DES JEUNES ET DE LA CULTURE;            499,00;Prestation facturée par l'association;;30/04/1966;Non déterminé;Non;W113000362;9220;11203;Lézignan-Corbières;94.99Z;NAFRev2;O
147;379474158;19;MAISON DES JEUNES ET DE LA CULTURE;         48 500,00;Animation sociale des quartiers;;30/04/1966;Non déterminé;Non;W113000362;9220;11203;Lézignan-Corbières;94.99Z;NAFRev2;O
147;379498363;33;SOLIDARITE TRAVAILLEURS IMMIGRES;         15 000,00;Insertion sociale et dans l'emploi;;30/01/2012;Non déterminé;Non;W612000828;9220;61169;Flers;88.99B;NAFRev2;O
147;379507619;45;MISSION LOCALE INSERTION SOCIALE;          4 880,00;Accueil des jeunes 16-25 ans : emploi, santé,  formation, accompagnement social;;01/01/2010;Non déterminé;Non;;9220;8105;Charleville-Mézières;84.13Z;NAFRev2;N
147;379509110;35;LUDOTHEQUE PLANET JEUX;          1 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;10/11/2006;Non déterminé;Non;W723001537;9220;72181;Le Mans;91.01Z;NAFRev2;O
147;379515703;39;FESTIVAL LA ROCHELLE CINEMA - INTER;          1 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;25/03/2009;Non déterminé;Non;W173000055;9220;17300;La Rochelle;90.01Z;NAFRev2;O
147;379546344;35;REMELANGE SERVICES;         30 800,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;04/12/2017;Non déterminé;Non;;9260;57206;Fameck;88.99B;NAFRev2;O
147;379566995;21;RYTHMIQUE CLUB DE NIMES METROPOLE;          1 000,00;Animation sociale des quartiers;;01/01/1993;Non déterminé;Non;W302006855;9220;30189;Nîmes;93.12Z;NAFRev2;O
147;379581754;31;ASSOCIATION FRANCAISE DES PETITS DE;        540 000,00;soutien vie associative & pour une continuité éducative et solidaire;;26/09/2016;Non déterminé;Non;W751076358;9220;75114;Paris 14e Arrondissement;93.29Z;NAFRev2;O
147;379609076;37;ASS PREVENTION DELINQUANCE ADOLESCE;         14 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;03/05/2006;Non déterminé;Non;W804000632;9220;80016;Albert;94.99Z;NAFRev2;O
147;379650096;25;CLUB DE TENNIS DE TABLE D'ELANCOURT;         11 438,00;Animation sociale des quartiers;;22/03/2004;Non déterminé;Non;W782001127;9220;78208;Élancourt;93.12Z;NAFRev2;O
147;379651904;29;ESPACE FORT;         54 683,00;Animation sociale des quartiers;;01/12/1994;Non déterminé;Non;W626000851;9220;62193;Calais;88.91A;NAFRev2;O
147;379653603;41;BANQUE ALIMENTAIRE DE NANCY;          4 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/11/2000;Non déterminé;Non;W543000551;9220;54547;Vandœuvre-lès-Nancy;88.99B;NAFRev2;O
147;379682222;29;MISSION LOCALE D'INSERTION DU POITO;          1 525,00;Accueil des jeunes 16-25 ans : emploi, santé,  formation, accompagnement social;;28/07/1997;Non déterminé;Non;W863001106;9220;86194;Poitiers;84.13Z;NAFRev2;N
147;379682222;29;MISSION LOCALE D'INSERTION DU POITO;        140 000,00;Accueil des jeunes 16-25 ans : emploi, santé,  formation, accompagnement social;;28/07/1997;Non déterminé;Non;W863001106;9220;86194;Poitiers;84.13Z;NAFRev2;N
147;379728181;15;ASS LES AMIS DU MUSEE PAB;          1 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;16/10/1990;Non déterminé;Non;;9220;30007;Alès;91.02Z;NAFRev2;O
147;379752280;30;INSER-SANTE;         35 000,00;Animation sociale des quartiers;Contrat de ville - AAP Quartiers solidaires;01/08/2004;Non déterminé;Non;W763005132;9220;76758;Yvetot;87.90B;NAFRev2;O
147;379756026;41;DEPART;          4 000,00;Encadrement, Formation, Insertion de jeunes;;01/07/2001;Non déterminé;Non;W133012740;9221;13216;Marseille 16e Arrondissement;88.99B;NAFRev2;O
147;379756026;58;DEPART;         33 400,00;1) CV SALON-CPO-Accomp social QPV Salon et Berre vers l'emploi par la mobilité 2) CV VITROLLES-CPO-Mobilité pour l'emploi et le développement économique 3) CV VITROLLES-CPO-Mobilité pour l'emploi et le développement économique 4) CV VITROLLES-CPO-Mobilité pour l'emploi et le développement économique 5) SPI CV MART/PDB - Action innovante d'accompagnement social des publics QPV 6) SPI CV MIRAMAS Accompagnement social des publics QPV vers l'emploi 7) SPI CV ISTRES Accompagnement social des publics QPV vers l'emploi 8) SPI CV VITROLLES Accompagnement social des publics QPV vers l'emploi 9) SPAR - CV TDP - Mobilité pour l'emploi et le développement économique;;24/09/2018;Non déterminé;Non;W133012740;9221;13216;Marseille 16e Arrondissement;88.99B;NAFRev2;O
147;379757701;22;QUATRE S TOURS TENNIS DE TABLE;          3 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/11/2002;Non déterminé;Non;W372006143;9220;37261;Tours;93.12Z;NAFRev2;O
147;379809338;13;TOULOUSE OUVERTURE;         24 500,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;28/09/1983;Non déterminé;Non;W313009253;9220;31555;Toulouse;88.99B;NAFRev2;O
147;379864846;17;ASS SPORT CULTURE OUVERTURE ORIENT;         28 900,00;1561- Activités physiques et sportives 1311- Soutien à la fonction parentale 1511- Ville vie vacances 1541- Education à la citoyenneté, civisme 1562- Activités de loisirs 1581- Subvention de fonctionnement aux petites associations de proximité;;01/09/1988;Non déterminé;Non;W493000753;9220;49328;Saumur;94.99Z;NAFRev2;O
147;379867484;48;CENTRE INFORMATION DROITS DE LA FEM;         22 600,00;Animation sociale des quartiers;;21/07/2009;Non déterminé;Non;W863000563;9220;86041;Buxerolles;94.99Z;NAFRev2;O
147;379872286;16;ESPACE LOISIRS CULTURE M.J.C.;         21 000,00;Animation sociale des quartiers;;01/09/1990;Non déterminé;Non;W544000838;9220;54528;Toul;94.99Z;NAFRev2;O
147;379890536;46;ASSOCIATION COUP DE POUCE;          2 667,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/04/2000;Non déterminé;Non;;9220;84138;Valréas;94.99Z;NAFRev2;O
147;379902083;11;CENTRE SOCIAL JEAN MORETTE;         15 418,00;Animation sociale des quartiers;;01/11/1990;Non déterminé;Non;;9260;57206;Fameck;88.99A;NAFRev2;O
147;379913502;17;ASSOC SPORTIVE AMICALE COURONNERIES;         11 500,00;Animation sociale des quartiers;;08/11/1990;Non déterminé;Non;;9220;86194;Poitiers;93.12Z;NAFRev2;O
147;379932783;51;THEATRE LANGUES ET CULTURES - LA MA;          2 500,00;Animation sociale des quartiers;;07/07/2016;Non déterminé;Non;W543001541;9220;54395;Nancy;90.01Z;NAFRev2;O
147;379933518;27;A TA TURQUIE;          4 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/10/2002;Non déterminé;Non;W543004926;9220;54395;Nancy;94.99Z;NAFRev2;O
147;379950652;55;MISSION LOCALE TECHNOWEST;          1 830,00;Accueil des jeunes 16-25 ans : emploi, santé,  formation, accompagnement social;;23/08/2005;Non déterminé;Non;W332008960;9220;33281;Mérignac;84.13Z;NAFRev2;N
147;379953177;27;ASSOCIATION LA PORTE OUVERTE;          2 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/06/2016;Non déterminé;Non;W715001033;9220;71270;Mâcon;94.99Z;NAFRev2;O
147;379962244;16;ASSOCIATION SAINT VINCENT;          3 000,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/10/1990;Non déterminé;Non;W842005056;9220;84087;Orange;88.91A;NAFRev2;O
147;380049916;14;ENTENTE DES MAUGES;         15 500,00;1561- Activités physiques et sportives;;15/10/1975;Non déterminé;Non;W492001222;9220;49023;Beaupréau-en-Mauges;93.12Z;NAFRev2;O
147;380066381;19;CENTRE ANIMATION JEUNESSE;          5 100,00;Animation sociale des quartiers;;05/07/1990;Non déterminé;Non;W332005192;9220;33522;Talence;88.99A;NAFRev2;O
147;380067579;90;COOP'AGIR;          9 000,00;Insertion sociale et dans l'emploi;;01/10/2007;Non déterminé;Non;W391000918;9230;39198;Dole;88.99B;NAFRev2;O
147;380091033;49;RESTAURANT DU COEUR 10;          3 300,00;Dispositif d'insertion sociale par le sport, la culture ou  l'éducation;;01/04/2019;Non déterminé;Non;W103001194;9220;10387;Troyes;88.99B;NAFRev2;O
